title,processed_title,League Name,category
Klopp pleased to pass test but Pep 'little less happy',Klopp please pass test pep ' little less happy ',other,Others
"Manchester City 1-1 Liverpool (25 Nov, 2023) Game Analysis","Manchester City 1 - 1 Liverpool ( 25 Nov , 2023 ) Game Analysis",other,Others
Manchester City Erling Haaland Smashes EPL Record for Fastest to 50 Career Goals,Manchester City Erling Haaland Smashes EPL Record Fastest 50 Career goal,epl,Soccer
New-look Liverpool passed Man City test of title credentials: Klopp,new - look Liverpool pass Man City test title credential : Klopp,other,Others
Reds boss hails uper influential' Trent Alexander-Arnold after Man City draw,red boss hail uper influential ' Trent Alexander - Arnold Man City draw,nfl,Football
Erling Haaland breaks record for fastest player to 50 Premier League goals,erle Haaland break record fast player 50 Premier League goal,premier league,Soccer
Liverpool next six fixtures compared to Man City after Saturday draw,liverpool next six fixture compare Man City Saturday draw,other,Others
"Motorcycling-MotoGP drops CryptoDATA team after ""repeated breaches""","Motorcycling - MotoGP drop cryptodata team "" repeat breach """,other,Others
RNF MotoGP team boss opens up on team collapse,rnf MotoGP team boss open team collapse,other,Others
"MotoGP, Aprilia saves Raul Fernandez’s tests by “lending” him the Test Team","MotoGP , Aprilia save Raul Fernandez ’s test "" lend "" Test Team",other,Others
"CryptoDATA RNF releases statement, denies debts, 'rejected takeover offer'","cryptodata rnf release statement , deny debt , ' reject takeover offer '",other,Others
CryptoDATA RNF axed from next year MotoGP grid,CryptoDATA RNF axe next year MotoGP grid,other,Others
"FIM, IRTA and Dorna will not renew contract with CryptoDATA MotoGP™ Team","FIM , IRTA Dorna renew contract CryptoDATA MotoGP ™ team",other,Others
MotoGP expels RNF team from grid for 'repeat infractions',motogp expel rnf team grid ' repeat infraction ',other,Others
Razlan Razali defends himself and counter-attacks CryptoDATA: 'It an attempt to discredit me',Razlan Razali defend counter - attack cryptodata : ' attempt discredit I ',other,Others
"RNF MotoGP squad loses grid spots for 2024, new entity set to takeover","RNF MotoGP squad lose grid spot 2024 , new entity set takeover",other,Others
"RNF Aprilia Out, Team Trackhouse Takes 2024 MotoGP Grid","RNF Aprilia Out , Team Trackhouse take 2024 MotoGP Grid",other,Others
"Razlan leaves RNF Racing Team management in 2024 - team cites ""poor performance, financial decisions"" - paultan.org","razlan leave RNF Racing Team management 2024 - team cite "" poor performance , financial decision "" - paultan.org",other,Others
CryptoDATA RNF owners to sue Dorna over removal from entry list,cryptodata rnf owner sue Dorna removal entry list,other,Others
"MotoGP rejects RNF entry for 2024 over ""repeated infractions and breaches""","MotoGP reject rnf entry 2024 "" repeat infraction breach """,other,Others
"Razali bids farewell to MotoGP, the RNF team will be acquired by the American Trackhouse","razali bid farewell MotoGP , rnf team acquire American Trackhouse",other,Others
NASCAR squad Trackhouse set to become Aprilia MotoGP satellite team in 2024,NASCAR squad Trackhouse set become Aprilia MotoGP satellite team 2024,nascar,
Razlan Razali bows out of RNF MotoGP team,Razlan Razali bow RNF MotoGP team,other,Others
RNF confirm that Razlan will 'not be part of management',rnf confirm Razlan ' part management ',other,Others
CryptoDATA RNF MotoGP announces trategic partnership' with UNTOLD,cryptodata RNF MotoGP announce trategic partnership ' UNTOLD,other,Others
RNF MotoGP team denies financial problems and takeover talks,RNF MotoGP team deny financial problem takeover talk,other,Others
"CryptoDATA RNF and MotoGP, an unprecedented conflict with potential consequences for both sides","cryptodata RNF MotoGP , unprecedented conflict potential consequence side",nfl,Football
CryptoDATA RNF goes on court: 'Dorna cites so creative reasons that they could write a novel',cryptodata RNF go court : ' Dorna cite creative reason could write novel ',other,Others
"Against all expectations, Razlan Razali leaves the CryptoDATA RNF MotoGP Team","expectation , Razlan Razali leave cryptodata RNF MotoGP Team",other,Others
Exclusive MotorcycleSports: The confusing and highly complex tug-of-war between CryptoDATA RNF and Dorna,exclusive MotorcycleSports : confusing highly complex tug - - war CryptoDATA RNF Dorna,other,Others
2023 MotoGP: Dorna drops CryptoData RNF in 2024 - paultan.org,2023 MotoGP : Dorna drop CryptoData RNF 2024 - paultan.org,other,Others
Razlan hints at his departure from RNF Racing,razlan hint departure RNF racing,other,Others
Newcastle Howe unhappy with 'poor decision' for PSG penalty - ESPN,Newcastle Howe unhappy ' poor decision ' PSG penalty - ESPN,other,Others
Manchester United unsung hero vs Everton is now justifying Erik ten Hag transfer decision,Manchester United unsung hero vs Everton justify Erik ten hag transfer decision,other,Others
Haaland hits new record but Manchester City lose top spot to Arsenal,Haaland hit new record Manchester City lose top spot Arsenal,other,Others
Man of the Match: Trent Steps Up When Needed,man match : trent step need,other,Others
"Man City draw 'instils belief' for Liverpool, Alexander, says Arnold","Man City draw ' instil belief ' Liverpool , Alexander , say Arnold",other,Others
"Erling Haaland breaks record with 50th Premier League goal as Manchester City, Liverpool play to 1-1 draw","erle Haaland break record 50th Premier League goal Manchester City , Liverpool play 1 - 1 draw",premier league,Soccer
RNF MotoGP to announce new sponsor (and owner?) tomorrow,RNF MotoGP announce new sponsor ( owner ? ) tomorrow,other,Others
Trackhouse could be the «successor» of RNF… and making viable the latest Aprilia RS-GP in 2024,trackhouse could « successor » RNF … make viable late Aprilia RS - GP 2024,other,Others
"RNF Aprilia from bad to worse, now with also financial problems: “We have problems with the team, with Aprilia and ...","RNF Aprilia bad bad , also financial problem : "" problem team , Aprilia ...",other,Others
Owners of RNF once again deny debts and possible sale of the MotoGP team,owner RNF deny debt possible sale MotoGP team,other,Others
CryptoDATA RNF MotoGP confirms Razlan Razali departure and strongly denies sale and debts,cryptodata RNF MotoGP confirm Razlan Razali departure strongly deny sale debt,other,Others
CryptoDATA RNF denies payment delays,cryptodata RNF deny payment delay,other,Others
Razali confirms RNF Aprilia exit – Motorsport Week,Razali confirm RNF Aprilia exit – Motorsport Week,other,Others
CryptoDATA vs. Dorna: Drama Unfolds in MotoGP,CryptoDATA vs. Dorna : Drama Unfolds MotoGP,other,Others
Razlan Razali encouraged for 2024: 'It can only improve for next year',Razlan Razali encourage 2024 : ' improve next year ',other,Others
Datuk Razlan Razali Bids Farewell to RNF MotoGP Team,Datuk Razlan Razali bid Farewell RNF MotoGP Team,other,Others
PSG 1 - 1 Newcastle | Football,psg 1 - 1 Newcastle | football,other,Others
PSG player ratings vs Newcastle: Kylian Mbappe gets Gianluigi Donnarumma and Ousmane Dembele out of jail as ...,PSG player rating vs Newcastle : Kylian Mbappe get Gianluigi Donnarumma Ousmane Dembele jail ...,mma,Fighting
"'Group of death' delivers as PSG, Newcastle and Milan all stay in hunt","' Group death ' deliver PSG , Newcastle Milan stay hunt",other,Others
"Paris Saint-Germain 1-1 Newcastle United (Nov 28, 2023) Game Analysis","Paris Saint - Germain 1 - 1 Newcastle United ( Nov 28 , 2023 ) Game Analysis",other,Others
"PSG 1-1 Newcastle recap: Champions League match commentary, team news, how to follow, analysis","psg 1 - 1 Newcastle recap : Champions League match commentary , team news , follow , analysis",champions league,
How to watch PSG vs Newcastle: TV channel and live stream for Champions League game today,watch PSG vs Newcastle : tv channel live stream Champions League game today,champions league,
Eddie Howe holds his tongue after controversial Newcastle penalty decision at PSG,Eddie Howe hold tongue controversial Newcastle penalty decision PSG,other,Others
Ally McCoist calls for law change after late Champions League penalty drama between Paris Saint-Germain and ...,Ally McCoist call law change late Champions League penalty drama Paris Saint - Germain ...,champions league,
Why Paris Saint-Germain were awarded controversial stoppage-time penalty against Newcastle - Mirror Online,Paris Saint - Germain award controversial stoppage - time penalty Newcastle - Mirror Online,other,Others
Alexander Isak blasts 'cheap' penalty decision as PSG snare point in stoppage time,Alexander Isak blast ' cheap ' penalty decision PSG snare point stoppage time,other,Others
"Soccer-Ten Hag hails Garnacho wonder goal but says too soon for Rooney, Ronaldo comparisons","Soccer - Ten Hag hail Garnacho wonder goal say soon Rooney , Ronaldo comparison",other,Others
Dalot: Garnacho always does bicycle kicks in training!,dalot : Garnacho always bicycle kick training !,other,Others
Garnacho stunner propels Man Utd to 3-0 win over wounded Everton,Garnacho stunner propel Man Utd 3 - 0 win wound Everton,other,Others
Erik ten Hag fires Cristiano Ronaldo warning to Alejandro Garnacho after Man Utd wondergoal,Erik ten Hag fire Cristiano Ronaldo warn Alejandro Garnacho Man Utd wondergoal,other,Others
Man Utd fans in tears at ‘wholesome moment’ as ‘class act’ Alejandro Garnacho surprises young lad with incr...,Man Utd fan tear ' wholesome moment ' ' class act ' Alejandro Garnacho surprise young lad incr ...,other,Others
Is this goal from Alejandro Garnacho among the greatest goals in the Premier League?,goal Alejandro Garnacho among great goal Premier League ?,premier league,Soccer
"Academy stars Finley McAllister, Dan Gore spotted in the away end - Man United News And Transfer News","academy star Finley McAllister , Dan Gore spot away end - Man United News Transfer News",other,Others
Bruno Fernandes says Man Utd star deserved MOTM and not Alejandro Garnacho,Bruno Fernandes say Man Utd star deserve MOTM Alejandro Garnacho,other,Others
Arturo Vidal criticises Manchester United star after celebration,Arturo Vidal criticise Manchester United star celebration,other,Others
Newcastle handed double blow to squad ahead of PSG clash due to little-known Champions League rule...,Newcastle hand double blow squad ahead PSG clash due little - know Champions League rule ...,champions league,
Mbappé rescues PSG to keep his Champions League dream alive - ESPN,Mbappé rescue PSG keep Champions League dream alive - ESPN,champions league,
Alan Shearer blasts 'disgusting' penalty as Newcastle denied win in Paris,Alan Shearer blast ' disgusting ' penalty Newcastle deny win Paris,other,Others
Paris Saint-Germain treating Newcastle clash 'like a final' - ESPN,Paris Saint - Germain treat Newcastle clash ' like final ' - ESPN,other,Others
Premier League team of the week: Arsenal & Liverpool stars join Man Utd goal hero Alejandro Garnacho,Premier League team week : Arsenal & Liverpool star join Man Utd goal hero Alejandro Garnacho,premier league,Soccer
Memorable Man Utd goals as Alejandro Garnacho nets Goodison Park stunner,memorable Man Utd goal Alejandro Garnacho net Goodison Park stunner,other,Others
Bruno Fernandes talks up Alejandro Garnacho after stunning goal at Everton,Bruno Fernandes talk Alejandro Garnacho stunning goal Everton,other,Others
Everton 0-3 Manchester United: Player ratings as Garnacho and Mainoo prove their mettle at the big stage,Everton 0 - 3 Manchester United : Player rating Garnacho Mainoo prove mettle big stage,other,Others
Eddie Howe slams referee call as Newcastle United are robbed of Champions League 'history' at PSG,Eddie Howe slam referee call Newcastle United rob Champions League ' history ' PSG,champions league,
"PSG vs Newcastle lineups: Starting XIs, confirmed team news and injuries today","PSG vs Newcastle lineup : start xi , confirm team news injury today",other,Others
Paris Saint-Germain 1-1 Newcastle United: Stats | The Analyst,Paris Saint - Germain 1 - 1 Newcastle United : stat | analyst,other,Others
Newcastle Supporter Shares Which PSG Player He Would Sign and Gives Score Prediction,Newcastle Supporter share PSG Player would Sign give Score Prediction,other,Others
"""Most disgraceful decisions"" - Jermaine Jenas irate at controversial Newcastle penalty call vs PSG in furious TV rant",""" Most disgraceful decision "" - Jermaine Jenas irate controversial Newcastle penalty call vs PSG furious tv rant",other,Others
"Soccer-United have Hojlund, Antony back for Champions League clash at Galatasaray","Soccer - United Hojlund , Antony back Champions League clash Galatasaray",champions league,
Man Utd Ten Hag urges calm amid fiery Galatasaray atmosphere,Man Utd Ten Hag urge calm amid fiery Galatasaray atmosphere,other,Others
"Galatasaray vs Man Utd: Red Devils look to get off the foot of Champions League group – stream, TV c...","Galatasaray vs Man Utd : Red Devils look get foot Champions League group – stream , tv c ...",champions league,
"Galatasaray picked out Man Utd star as weak point, it can't be exposed this time","Galatasaray pick Man Utd star weak point , ca n't expose time",other,Others
"Manchester United XI vs Galatasaray: Predicted lineup, confirmed team news, injury latest for Champions League","Manchester United XI vs Galatasaray : Predicted lineup , confirm team news , injury late Champions League",champions league,
Man Utd predicted line-up v Galatasaray with Ten Hag facing an attacking dilemma,Man Utd predict line - v Galatasaray ten Hag face attack dilemma,mma,Fighting
"""In no condition to play"" - Manager confirms player will miss Manchester United CL clash",""" condition play "" - Manager confirm player miss Manchester United CL clash",other,Others
Sports News,sport News,other,Others
Squad News: Man United name 22-man travelling party for Galatasaray away,Squad News : Man United name 22 - man travel party Galatasaray away,other,Others
Antony and Rasmus Hojlund back in travelling squad for Galatasaray contest - Man United News And Transfer News,Antony Rasmus Hojlund back travel squad Galatasaray contest - Man United News Transfer News,other,Others
"‘If you are good enough, you are old enough’: Erik ten Hag says Kobbie Mainoo is ready to face Galatasaray","' good enough , old enough ' : Erik ten Hag say Kobbie Mainoo ready face Galatasaray",other,Others
UCL: Ten Hag gets double injury boost ahead of Galatasaray vs Man Utd,UCL : ten hag get double injury boost ahead Galatasaray vs Man Utd,other,Others
"Galatasaray V Manchester United: Preview, Expected Line-ups, How To Watch And Prediction","Galatasaray V Manchester United : Preview , expect line - , watch prediction",other,Others
Champions League clash between Manchester United and Galatasaray comes with a history of intimidation and emotion,Champions League clash Manchester United Galatasaray come history intimidation emotion,champions league,
Erik ten Hag’s in-Form Manchester United eyes Turkish delight in UEFA Champions League,Erik ten Hag ’s - form Manchester United eye turkish delight UEFA Champions League,uefa,
Manchester United face Galatasaray with high hopes but bad memories,Manchester United face Galatasaray high hope bad memory,other,Others
Team news: Galatasaray v United,team news : Galatasaray v United,other,Others
Fulham 3-2 Wolverhampton Wanderers: Willian nets two penalties as Cottagers win five-goal thriller,Fulham 3 - 2 Wolverhampton Wanderers : Willian net two penalty cottager win five - goal thriller,other,Others
How Mikel Arteta First 200 Arsenal Games Compare to Arsene Wenger,Mikel Arteta First 200 Arsenal Games compare Arsene Wenger,other,Others
Willian penalty double earns Fulham 3-2 win over Wolves,willian penalty double earn Fulham 3 - 2 win wolf,other,Others
Why Marco Silva is wrong after Wolves' 3-2 defeat to Fulham,Marco Silva wrong wolf ' 3 - 2 defeat Fulham,other,Others
Fulham vs Wolves Odds & Picks - EPL Predictions November 27,Fulham vs Wolves Odds & Picks - EPL prediction November 27,epl,Soccer
Willian strikes twice from the spot as Fulham beat Wolves,Willian strike twice spot Fulham beat wolf,other,Others
Fulham 3-2 Wolves: Willian scores twice from the spot as Marco Silva side eventually secure controversial win at Craven Cottage,Fulham 3 - 2 wolf : willian score twice spot Marco Silva side eventually secure controversial win Craven cottage,other,Others
Gary O’Neil laments VAR after Willian’s two penalties help Fulham beat Wolves,Gary O’Neil lament VAR Willian ’s two penalty help Fulham beat wolf,other,Others
Fulham boss Silva: Willian quality so important for us,fulham boss Silva : willian quality important,other,Others
How does a Palhinha-less midfield look against Wolves?,Palhinha - less midfield look wolf ?,other,Others
Your views on Monday game,view Monday game,other,Others
REVEALED: A Premier League legend is set to join Jamie Carragher in the hot seat on Monday Night Football as G,revealed : Premier League legend set join Jamie Carragher hot seat Monday Night Football g,premier league,Soccer
Cunha brings Wolves back to level terms v. Fulham,Cunha bring wolf back level term v. Fulham,other,Others
Triple delight for Iwobi as Fulham defeat Wolves in five-goal thriller,triple delight Iwobi Fulham defeat wolf five - goal thriller,ipl,
Watch: Hwang converts penalty to equalise against Fulham,watch : Hwang convert penalty equalise Fulham,other,Others
Fan guide | Fulham vs Wolves | Club | News,Fan guide | Fulham vs Wolves | Club | News,other,Others
How to Watch Premier League Streaming Live in the US Today - November 27,watch Premier League Streaming Live US Today - November 27,premier league,Soccer
"Watch Fulham vs. Wolverhampton: TV channel, live stream info, start time","watch Fulham vs. Wolverhampton : tv channel , live stream info , start time",other,Others
Willian converts two penalties including stoppage-time winner as Fulham wins amid VAR controversy,willian convert two penalty include stoppage - time winner Fulham win amid VAR controversy,other,Others
"Fulham vs. Wolverhampton odds, picks, predictions: Best bets for Monday English Premier League match from proven ...","Fulham vs. Wolverhampton odd , pick , prediction : good bet Monday English Premier League match proven ...",premier league,Soccer
Super Eagles watch: Iwobi scores in his 300th club career game; Onuachu nets for third game in a row,Super Eagles watch : Iwobi score 300th club career game ; Onuachu net third game row,other,Others
Fulham v Wolves: Gary O'Neil side looking to start taking points off their rivals,fulham v wolf : Gary O'Neil side look start take point rival,other,Others
"Fulham 3-2 Wolves: Willian scores two, including 94th-minute winner, to down O'Neil men","Fulham 3 - 2 wolf : Willian score two , include 94th - minute winner , O'Neil man",other,Others
Fans rage at linesman 'laughing head off' as Fulham given late penalty against Wolves,fan rage linesman ' laugh head ' Fulham give late penalty wolf,other,Others
"Team News: Bueno handed Wolves PL debut, Jimenez leads Fulham line","Team News : Bueno hand Wolves PL debut , Jimenez lead Fulham line",other,Others
Fulham 3-2 Wolves: Willian nets last-gasp penalty as Gary O'Neil side suffer more VAR frustration,Fulham 3 - 2 wolf : willian net last - gasp penalty Gary O'Neil side suffer VAR frustration,other,Others
Fulham vs. Wolverhampton Wanderers Arsenal Live Stream: How to Watch EPL in Canada,Fulham vs. Wolverhampton Wanderers Arsenal Live Stream : watch EPL Canada,epl,Soccer
Wolves top scorer Hwang Hee-chan gets No. 7 in loss to Fulham,wolf top scorer Hwang Hee - chan get No . 7 loss Fulham,other,Others
Arteta responds to reaching 200 games as Arsenal manager with best winning record,arteta respond reach 200 game Arsenal manager good win record,other,Others
Mikel most memorable matches | Feature | News,mikel memorable match | Feature | News,other,Others
Mikel Arteta’s Arsenal after 200 matches: How his team has evolved,Mikel Arteta ’s arsenal 200 match : team evolve,other,Others
Mikel Arteta record after 200 games as Arsenal manager compared to Arsene Wenger,Mikel Arteta record 200 game Arsenal manager compare Arsene Wenger,other,Others
Fulham v Wolves team news: Three changes in total,fulham v Wolves team news : three change total,other,Others
Iwobi Reacts To Maiden Fulham Goal,Iwobi Reacts maiden Fulham goal,other,Others
Fulham vs Wolves Live Stream: Watch via Streaming & TV Today,Fulham vs Wolves live stream : watch via Streaming & TV today,other,Others
Bet Builder Tips: Today’s 6/4 Bet for Fulham vs Wolves | MNF Tips,Bet Builder Tips : today ’s 6/4 Bet Fulham vs Wolves | MNF Tips,other,Others
Fulham 3-2 Wolves - Highlights,Fulham 3 - 2 Wolves - Highlights,other,Others
Fulham v Wolves: What the managers said,fulham v wolf : manager say,other,Others
Wolves' Hwang Hee-chan scores 7th goal of Premier League season in loss,wolf ' Hwang Hee - chan score 7th goal Premier League season loss,premier league,Soccer
English Premier League 2023-24: Willian Converts Two Spot-Kicks As Fulham Win Amid VAR Controversy - In Pics,English Premier League 2023 - 24 : Willian convert two Spot - kick Fulham win amid VAR Controversy - pic,premier league,Soccer
Willian Late Penalty Seals Fulham Triumph Over Wolves,Willian Late Penalty Seals Fulham Triumph wolf,other,Others
Fulham 3 Wolves 2: player ratings - Hwang Hee-chan and Matheus Cunha lead way in frustrating defeat,fulham 3 wolf 2 : player rating - Hwang Hee - chan Matheus Cunha lead way frustrating defeat,other,Others
Video: Cunha levels for Wolves against Fulham with cushioned header,video : Cunha level Wolves Fulham cushioned header,other,Others
"Is Fulham vs Wolves on TV? Channel, time and how to watch Premier League fixture","Fulham vs Wolves tv ? Channel , time watch Premier League fixture",premier league,Soccer
"Fulham vs Wolves: Live stream, TV channel, kick-off time & where to watch","Fulham vs wolf : live stream , tv channel , kick - time & watch",other,Others
Willian converts two penalties including stoppage-time winner as Fulham beats Wolves in EPL,willian convert two penalty include stoppage - time winner Fulham beat Wolves EPL,epl,Soccer
Wolves can gain a Premier League win at Fulham,wolf gain Premier League win Fulham,premier league,Soccer
Willian’s penalty double earns Fulham 3-2 win over Wolves,Willian ’s penalty double earn Fulham 3 - 2 win wolf,other,Others
Fulham - Wolves live,Fulham - Wolves live,other,Others
"Iwobi, Willian Give Fulham Thrilling 3-2 Win Over Wolves","Iwobi , Willian give Fulham Thrilling 3 - 2 win wolf",other,Others
Paul Merson hails 'outstanding' Wolves amid prediction for weekend game v Fulham,Paul Merson hail ' outstanding ' wolf amid prediction weekend game v Fulham,other,Others
Fulham vs. Wolverhampton Wanderers 11/27/23 EPL Soccer Picks,Fulham vs. Wolverhampton Wanderers 11/27/23 EPL Soccer pick,epl,Soccer
Manchester City manager Pep Guardiola responds to speculation around future - 'I have energy',Manchester City manager Pep Guardiola respond speculation around future - ' I energy ',other,Others
Man Utd become first club to reach huge Premier League milestone after Everton win,Man Utd become first club reach huge Premier League milestone Everton win,premier league,Soccer
Man City boss Pep Guardiola has told Liverpool FC and Arsenal what they don't want to hear,Man City boss Pep Guardiola tell Liverpool FC Arsenal n't want hear,other,Others
Pep Guardiola opens door to Manchester City contract extension,Pep Guardiola open door Manchester City contract extension,other,Others
Andre Onana revival is vindicating Manchester United controversial policy,Andre Onana revival vindicate Manchester United controversial policy,other,Others
Man United become first side to achieve Premier League record in win over Everton,Man United become first side achieve Premier League record win Everton,premier league,Soccer
Manchester United reach remarkable Premier League milestone,Manchester United reach remarkable Premier League milestone,premier league,Soccer
Andre Onana: Man Utd goalkeeper best Premier League shot-stopper data reveals,Andre Onana : Man Utd goalkeeper good Premier League shot - stopper datum reveal,premier league,Soccer
Andre Onana revival has him among Premier League’s best goalkeepers...,Andre Onana revival among Premier League ’s good goalkeeper ...,premier league,Soccer
Sources: Casemiro ‘likely’ to quit Man United next year,source : Casemiro ' likely ' quit Man United next year,other,Others
Man Utd star 'ready' to leave in 2024 as his most likely next destination is revealed,Man Utd star ' ready ' leave 2024 likely next destination reveal,other,Others
Man Utd have ready-made Casemiro replacement leaving club legends gobsmacked,Man Utd ready - make Casemiro replacement leave club legend gobsmacke,epl,Soccer
Man United star set to quit club next season,Man United star set quit club next season,other,Others
Manchester United could sign Casemiro replacement accoording to former Premier League winner,Manchester United could sign Casemiro replacement accoording former Premier League winner,epl,Soccer
Sir Jim Ratcliffe’s grim verdict on Casemiro and Raphael Varane could lead to Manchester United exits...,Sir Jim Ratcliffe ’s grim verdict Casemiro Raphael Varane could lead Manchester United exit ...,other,Others
Fabrizio Romano plays down rumours of January exit for Casemiro - TheHardTackle.com,Fabrizio Romano play rumour January exit Casemiro - TheHardTackle.com,other,Others
Casemiro 'to leave Manchester United next summer',Casemiro ' leave Manchester United next summer ',other,Others
Big-money signing 'ready to quit' Man Utd after Erik ten Hag green lights 2024 exit,big - money sign ' ready quit ' Man Utd Erik ten Hag green light 2024 exit,other,Others
Man Utd 'ready to cut their losses on Casemiro' as asking price comes to light,Man Utd ' ready cut loss Casemiro ' ask price come light,other,Others
"Soccer-Talent has no age, says Pioli, as 15-year-old called up to Milan squad","Soccer - Talent age , say Pioli , 15 - year - old call Milan squad",other,Others
Liverpool could unearth Suarez 2.0 as they make contact to sign teen sensation,Liverpool could unearth Suarez 2.0 make contact sign teen sensation,other,Others
Man City and Arsenal to go head-to-head for history-making teen,Man City Arsenal go head - - head history - make teen,other,Others
Chelsea and Liverpool 'explore move' for 400-goal teen sensation,Chelsea Liverpool ' explore move ' 400 - goal teen sensation,other,Others
"Chelsea, Liverpool and Real Madrid keen on Francesco Camarda","Chelsea , Liverpool Real Madrid keen Francesco Camarda",other,Others
Francesco Camarda becomes the youngest player in Serie A history at 15 years and 260 day as he comes on during,Francesco Camarda become young player Serie A history 15 year 260 day come,serie a,
ALVISE CAGNAZZO: AC Milan wonderkid Francesco Camarda could be the new Michael Owen... as the 15-year-old sets,alvise CAGNAZZO : AC Milan wonderkid Francesco Camarda could new Michael Owen ... 15 - year - old set,other,Others
Galli: 'Milan should pick Camarda ahead of Jovic',galli : ' Milan pick Camarda ahead Jovic ',other,Others
"Man City could offer lucrative deal to lure attacking prodigy, two other PL clubs keen","Man City could offer lucrative deal lure attack prodigy , two PL club keen",other,Others
Chelsea and Liverpool enter race to sign attacking prodigy with a ‘great future’,Chelsea Liverpool enter race sign attack prodigy ' great future ',other,Others
Manchester City close to missing out on youngster - 'Enormous steps' taken to renew contract,Manchester City close miss youngster - ' enormous step ' take renew contract,other,Others
Manchester City ready to offer 'important contract' to sign exceptional talent - Already eriously tried' in the past,Manchester City ready offer ' important contract ' sign exceptional talent - already eriously try ' past,other,Others
Liverpool braced for Alisson injury setback as criticism vindicates Jurgen Klopp anger,Liverpool brace Alisson injury setback criticism vindicate Jurgen Klopp anger,other,Others
Liverpool injury latest as Alisson and Diogo Jota updates awaited and three others out,liverpool injury late Alisson Diogo Jota update await three,other,Others
"Liverpool injury update: Alisson, Jota, Robertson latest return dates","liverpool injury update : Alisson , Jota , Robertson late return date",other,Others
Jürgen Klopp update on Alisson Becker and Diogo Jota injuries,Jürgen Klopp update Alisson Becker Diogo Jota injury,other,Others
Liverpool could potentially be without £150k-p/w man for 10 games as Klopp faces nervous wait,Liverpool could potentially without £ 150k - p / w man 10 game Klopp face nervous wait,other,Others
"Liverpool fans are 'furious' with first half performance of key player, it got everyone talking","liverpool fan ' furious ' first half performance key player , get everyone talk",other,Others
"Liverpool boss Klopp worried about Alisson, Jota injuries","liverpool boss Klopp worry Alisson , Jota injury",other,Others
'Horrible'...John Aldridge says 31-year-old Liverpool player was so lucky v Man City,' horrible' ... John Aldridge say 31 - year - old Liverpool player lucky v Man City,other,Others
Liverpool Injury Woes: Alisson and Jota Uncertain Futures,Liverpool Injury Woes : Alisson Jota Uncertain Futures,other,Others
"Alisson, Jota, Bajcetic: full Liverpool injury list and potential return games - gallery","Alisson , Jota , Bajcetic : full Liverpool injury list potential return game - gallery",other,Others
Key Liverpool starter could miss Arsenal clash through injury,Key Liverpool starter could miss Arsenal clash injury,other,Others
Comparing Liverpool Premier League record with and without Alisson since 2018-19,compare Liverpool Premier League record without Alisson since 2018 - 19,premier league,Soccer
"Liverpool injuries: Latest Alisson, Jota & Robertson news and potential return dates","liverpool injury : Latest Alisson , Jota & Robertson news potential return date",other,Others
Liverpool given huge injury worry as vital player could miss upcoming Man United & Arsenal clashes,Liverpool give huge injury worry vital player could miss upcoming Man United & Arsenal clash,other,Others
Liverpool will miss Alisson – but this is why they refused to sell Caoimhin Kelleher,Liverpool miss Alisson – refuse sell Caoimhin Kelleher,other,Others
Liverpool Injury Updates: Alisson and Jota Both in Doubt,Liverpool Injury Updates : Alisson Jota doubt,other,Others
Alisson injury 'more of a concern' for Liverpool than Diogo Jota issue,Alisson injury ' concern ' Liverpool Diogo Jota issue,other,Others
"Alisson Becker, Diogo Jota and Thiago injury latest plus expected Liverpool return dates","Alisson Becker , Diogo Jota Thiago injury late plus expect Liverpool return date",other,Others
Liverpool $84m ace just made rare blunder but 20-goal Jürgen Klopp cheat code deserves free pass,Liverpool $ 84 ace make rare blunder 20 - goal Jürgen Klopp cheat code deserve free pass,other,Others
Jurgen Klopp says Liverpool must ‘wait’ to discover extent of Jota and Alisson body blows,Jurgen Klopp say Liverpool must ' wait ' discover extent Jota Alisson body blow,other,Others
'It not cool' - Liverpool boss Jurgen Klopp reveals bitter double injury blow affecting Diogo Jota and Alisson Becker ...,' cool ' - Liverpool boss Jurgen Klopp reveal bitter double injury blow affect Diogo Jota Alisson Becker ...,other,Others
The Impact of Alisson Injury on Liverpool Season,Impact Alisson Injury Liverpool Season,other,Others
Jurgen Klopp makes worrying Alisson injury admission after Man City draw,Jurgen Klopp make worry Alisson injury admission Man City draw,other,Others
David Seaman wondered if Liverpool player was injured with what he noticed him doing vs City,David Seaman wonder Liverpool player injure notice vs city,other,Others
Pundit suggests Mac Allister recently showed why 22y/o would be a perfect ‘fit’ for Liverpool,Pundit suggest Mac Allister recently show 22y / would perfect ' fit ' Liverpool,other,Others
Fluminense confirms André transfer 'imminent' as Cristiano Ronaldo gives Liverpool legend a gift,fluminense confirm André transfer ' imminent ' Cristiano Ronaldo give Liverpool legend gift,other,Others
Fulham favourites to sign Liverpool and Man United target Andre,Fulham favourite sign Liverpool Man United target Andre,other,Others
Football rumours: Fulham at front of queue to sign Brazil midfielder Andre,football rumour : Fulham front queue sign Brazil midfielder Andre,other,Others
Arsenal handed 'next Casemiro' transfer update as new club lead Man United and Liverpool race,arsenal hand ' next Casemiro ' transfer update new club lead Man United Liverpool race,other,Others
Fluminense coach Diniz confirms Fulham target Andre to be sold,fluminense coach Diniz confirm Fulham target Andre sell,other,Others
